Days,Time,Building and Room,Seats,Enrolled,Waits,Dept_name,ClassName,Professor,
MTWRF--, 10:00A-10:50A, Eads / 102, 18, 17, 0, JEWISH ISLAMIC AND MIDDLE EAST STUDIES(L75), Beginning Hindi I, Jain, 
M-W-F--, 4:00P-4:50P, Cupples I / 111, 15, 5, 0, JEWISH ISLAMIC AND MIDDLE EAST STUDIES(L75), Beginning Urdu, Shah, 
M-W-F--, 10:00A-10:50A, Cupples I / 207, 16, 14, 0, JEWISH ISLAMIC AND MIDDLE EAST STUDIES(L75), First-Year Seminar: Jewcy: Jewish Culture in the 21st Century, Berg, 
----F--, 1:00P-3:50P, Cupples II / 203, 15, 10, 0, JEWISH ISLAMIC AND MIDDLE EAST STUDIES(L75), Doctors and Terrorists: The Fictions of South Asian America, Chandra, 
M-W-F--, 12:00P-12:50P, Cupples I / 111, 15, 14, 0, JEWISH ISLAMIC AND MIDDLE EAST STUDIES(L75), Second Year Modern Hebrew, Weinberg, 
M-W-F--, 9:00A-9:50A, Eads / 216, 16, 15, 0, JEWISH ISLAMIC AND MIDDLE EAST STUDIES(L75), Intermediate Arabic I, Tarbouni, 
---R---, 9:00A-9:50A, Danforth Ctr / 233, 18, 2, 0, JEWISH ISLAMIC AND MIDDLE EAST STUDIES(L75), Intermediate Arabic I, Tarbouni, 
-T-R---, 1:00P-2:20P, Seigle / 208, 40, 29, 0, JEWISH ISLAMIC AND MIDDLE EAST STUDIES(L75), Introduction to Jewish Civilization: Texts People and Politics, Hendin, 
M-W----, 11:30A-12:50P, Busch / 100, 100, 92, 0, JEWISH ISLAMIC AND MIDDLE EAST STUDIES(L75), Introduction to Islamic Civilization, Yucesoy, 
M-W----, 11:30A-12:50P, Rudolph / 102, 0, 20, 0, JEWISH ISLAMIC AND MIDDLE EAST STUDIES(L75), Ampersand: Mediterranean Migration: Dymanics and Consequences on the EU and MENA, Tarbouni, 
M-W-F--, 3:00P-3:50P, Cupples I / 111, 15, 4, 0, JEWISH ISLAMIC AND MIDDLE EAST STUDIES(L75), Intermediate Urdu I, Shah, 
M-W----, 1:00P-2:20P, Eads / 212, 10, 3, 0, JEWISH ISLAMIC AND MIDDLE EAST STUDIES(L75), Third Level Hindi I, Jain, 
-T-R---, 10:00A-11:20A, Eads / 112, 18, 9, 0, JEWISH ISLAMIC AND MIDDLE EAST STUDIES(L75), Antisemitism: History Causes Consequences, Judaken, 
M-W----, 5:00P-6:20P, Cupples I / 111, 15, 7, 0, JEWISH ISLAMIC AND MIDDLE EAST STUDIES(L75), Third Level Urdu I, Shah, 
M-W-F--, 10:00A-10:50A, Eads / 216, 12, 6, 0, JEWISH ISLAMIC AND MIDDLE EAST STUDIES(L75), Third-Level Arabic I, Tarbouni, 
M-W----, 2:30P-3:50P, Cupples II / L001, 17, 10, 0, JEWISH ISLAMIC AND MIDDLE EAST STUDIES(L75), Islamic History: 600-1200, Yucesoy, 
-T-R---, 2:30P-3:50P, Eads / 216, 20, 14, 0, JEWISH ISLAMIC AND MIDDLE EAST STUDIES(L75), The Late Ottoman Middle East, Reynolds, 
M-W----, 4:00P-5:20P, Cupples II / 203, 30, 20, 0, JEWISH ISLAMIC AND MIDDLE EAST STUDIES(L75), The Jewish Experience in the United States: A History of Exceptions and Exceptionalism, Jay, 
-T-R---, 11:30A-12:50P, Eads / 102, 30, 25, 0, JEWISH ISLAMIC AND MIDDLE EAST STUDIES(L75), Modern South Asia, Adcock, 
M-W-F--, 1:00P-1:50P, Cupples I / 111, 15, 12, 0, JEWISH ISLAMIC AND MIDDLE EAST STUDIES(L75), Third-Level Modern Hebrew I, Weinberg, 
M-W----, 4:00P-4:50P, McMillan / G052, 80, 39, 0, JEWISH ISLAMIC AND MIDDLE EAST STUDIES(L75), Topics in Holocaust Studies: Children in the Shadow of the Swastika, McGlothlin, 
----F--, 10:00A-10:50A, Eads / 205, 20, 15, 0, JEWISH ISLAMIC AND MIDDLE EAST STUDIES(L75), Topics in Holocaust Studies: Children in the Shadow of the Swastika, Torralbo Higuera, 
----F--, 11:00A-11:50A, Eads / 207, 20, 17, 0, JEWISH ISLAMIC AND MIDDLE EAST STUDIES(L75), Topics in Holocaust Studies: Children in the Shadow of the Swastika, Schuetz, 
----F--, 12:00P-12:50P, Eads / 207, 20, 7, 0, JEWISH ISLAMIC AND MIDDLE EAST STUDIES(L75), Topics in Holocaust Studies: Children in the Shadow of the Swastika, Zuehlke, 
M-W----, 8:30A-9:50A, Wrighton / 201, 40, 5, 0, JEWISH ISLAMIC AND MIDDLE EAST STUDIES(L75), Exodus, Barmash, 
-T-R---, 11:30A-12:50P, Cupples I / 216, 15, 3, 0, JEWISH ISLAMIC AND MIDDLE EAST STUDIES(L75), The Sephardic Experience: 1492 to the Present, Jacobs, 
-T-R---, 1:00P-2:20P, Simon / 023, 45, 44, 0, JEWISH ISLAMIC AND MIDDLE EAST STUDIES(L75), The U.S. War in Iraq 2003-2011, Knapp, 
-T-R---, 2:30P-3:50P, Simon / 023, 45, 41, 0, JEWISH ISLAMIC AND MIDDLE EAST STUDIES(L75), The U.S. War in Iraq 2003-2011, Knapp, 
-T-R---, 4:00P-5:20P, Cupples I / 218, 30, 14, 0, JEWISH ISLAMIC AND MIDDLE EAST STUDIES(L75), Topics in Near Eastern Cultures: Arabs in Israel: Politics Society & Citizenship, Hendin, 
M-W----, 1:00P-2:20P, Weil / 010, 15, 14, 0, JEWISH ISLAMIC AND MIDDLE EAST STUDIES(L75), Topics in Religious Studies: Religion in the Kitchen, Kravchenko, 
-T-R---, 11:30A-12:50P, Eads / 115, 15, 14, 0, JEWISH ISLAMIC AND MIDDLE EAST STUDIES(L75), Between Sand and Sea: History Environment and Politics in the Arabian Peninsula, Reynolds, 
M-W----, 10:00A-11:20A, Wrighton / 260, 10, 1, 0, JEWISH ISLAMIC AND MIDDLE EAST STUDIES(L75), Introduction to Biblical Hebrew, Barmash, 
---R---, 3:00P-5:50P, January Hall / 10, 15, 14, 0, JEWISH ISLAMIC AND MIDDLE EAST STUDIES(L75), Imperialism and Sexuality: India South Asia and the World: Writing-Intensive Seminar, Chandra, 
M-W----, 2:30P-3:50P, Cupples II / 203, 15, 3, 0, JEWISH ISLAMIC AND MIDDLE EAST STUDIES(L75), Capstone Seminar: Conferring Birds and Talking Dogs: Animal Studies in JIMES, Berg, 
M-W----, 1:00P-2:20P, Cupples II / L011, 15, 6, 0, JEWISH ISLAMIC AND MIDDLE EAST STUDIES(L75), Fourth-Level Modern Hebrew I, Tamir, 
M-W----, 2:00P-3:50P, McDonnell / 361, 12, 3, 0, JEWISH ISLAMIC AND MIDDLE EAST STUDIES(L75), Fourth-Level Arabic: Modern Literature, Tarbouni, 
-T-R---, 3:00P-4:50P, Eads / 208, 12, 2, 0, JEWISH ISLAMIC AND MIDDLE EAST STUDIES(L75), Topics in Modern Arabic Literature in Translation: Subgenres, Husain, 
---R---, 2:30P-5:20P, Cupples II / L007, 15, 8, 0, JEWISH ISLAMIC AND MIDDLE EAST STUDIES(L75), Advanced Seminar: Partition: The Making of India and Pakistan, Adcock, 
M-W----, 2:30P-3:50P, Cupples II / 203, 15, 3, 0, JEWISH ISLAMIC AND MIDDLE EAST STUDIES(L75), Capstone Seminar: Conferring Birds and Talking Dogs: Animal Studies in JIMES, Berg, 
-T-R---, 10:00A-11:20A, Eads / 112, 18, 9, 0, JEWISH ISLAMIC AND MIDDLE EAST STUDIES(L75), Antisemitism: History Causes Consequences, Judaken, 
M-W-F--, 10:00A-10:50A, Eads / 216, 12, 6, 0, JEWISH ISLAMIC AND MIDDLE EAST STUDIES(L75), Third-Level Arabic I, Tarbouni, 
M-W----, 2:30P-3:50P, Cupples II / L001, 17, 10, 0, JEWISH ISLAMIC AND MIDDLE EAST STUDIES(L75), Islamic History: 600-1200, Yucesoy, 
-T-R---, 2:30P-3:50P, Eads / 216, 20, 14, 0, JEWISH ISLAMIC AND MIDDLE EAST STUDIES(L75), The Late Ottoman Middle East, Reynolds, 
M-W-F--, 1:00P-1:50P, Cupples I / 111, 15, 12, 0, JEWISH ISLAMIC AND MIDDLE EAST STUDIES(L75), Third Level Modern Hebrew I, Weinberg, 
-T-R---, 11:30A-12:50P, Cupples I / 216, 15, 3, 0, JEWISH ISLAMIC AND MIDDLE EAST STUDIES(L75), The Sephardic Experience: 1492 to the Present, Jacobs, 
-T-R---, 11:30A-12:50P, Eads / 115, 15, 14, 0, JEWISH ISLAMIC AND MIDDLE EAST STUDIES(L75), Between Sand and Sea: History Environment and Politics in the Arabian Peninsula, Reynolds, 
M-W----, 10:00A-11:20A, Wrighton / 260, 10, 1, 0, JEWISH ISLAMIC AND MIDDLE EAST STUDIES(L75), Introduction to Biblical Hebrew, Barmash, 
M-W----, 10:00A-11:20A, Mallinckrodt / 302, 19, 17, 0, RELIGION AND POLITICS(L57), Religion and American Society, Maffly-Kipp, 
M-W----, 4:00P-5:20P, Seigle / 104, 19, 17, 0, RELIGION AND POLITICS(L57), The Politics of Play and Protest: Religion and Sports in America, Musselman, 
-T-R---, 2:30P-3:50P, Cupples II / 203, 25, 24, 0, RELIGION AND POLITICS(L57), Religion and the Origins of Capitalism, Valeri, 
M------, 3:00P-5:50P, Mallinckrodt / 305, 15, 13, 0, RELIGION AND POLITICS(L57), Mormon History in Global Context, Maffly-Kipp, 
-T-R---, 4:00P-5:20P, Seigle / 305, 0, 1, 0, RELIGION AND POLITICS(L57), Senior Seminar: Religion Politics and Community, Shady, 
--W----, 3:00P-5:50P, Umrath / 116, 15, 5, 0, RELIGION AND POLITICS(L57), American Unbelief from the Enlightenment to the Present, Schmidt, 
-T-R---, 11:30A-12:50P, Eads / 215, 15, 9, 0, WRITING(L13), The Sentence in English, Arch, 
-T-R---, 4:00P-5:20P, Eads / 116, 15, 8, 0, WRITING(L13), Rhetoric and Power, E. Finneran, 
TBA, , TBA, 0, 0, 0, WRITING(L13), JOURNALISM: COMMUNICATIONS INTERNSHIP, E. McPherson, 
M-W----, 11:30A-12:50P, Seigle / 204, 15, 13, 0, WRITING(L13), Topics in Composition: Writing and Law, Thomas, 
M-W----, 1:00P-2:20P, Duncker / 3, 12, 4, 0, WRITING(L13), Creative Nonfiction Writing 2: Literary Journalism, Vatnick, 
M------, 2:30P-5:20P, Lopata House / 16, 14, 10, 0, WRITING(L13), Mellon Undergraduate Fellows Seminar, Fenderson, 
M-W----, 4:00P-5:20P, Eads / 212, 12, 11, 0, WRITING(L13), Poetry Writing 2, Hargett, 
-T-R---, 10:00A-11:20A, Busch / 14, 12, 8, 0, WRITING(L13), Poetry Writing 2, Herd, 
M-W----, 8:30A-9:50A, Seigle / 106, 12, 11, 0, WRITING(L13), Fiction Writing: The Short-Short Sudden Fiction and Microfiction, Schuman, 
-T-R---, 8:30A-9:50A, Eads / 215, 15, 8, 0, WRITING(L13), Copyediting, Arch, 
-T-----, 2:30P-5:20P, Mallinckrodt / 326, 10, 8, 0, WRITING(L13), Introduction to Playwriting, Birkenmeier, 
M-W----, 10:00A-11:20A, Danforth Ctr / 233, 15, 14, 0, WRITING(L13), Introduction to Screenwriting, Chapman, 
-T-R---, 10:00A-11:20A, Danforth Ctr / 233, 0, 15, 0, WRITING(L13), Introduction to Screenwriting, Chapman, 
-T-R---, 10:00A-11:20A, Duncker / 109, 15, 8, 0, WRITING(L13), Political Writing, O'Bryan, 
--W----, 2:30P-5:20P, Mallinckrodt / 326, 10, 3, 0, WRITING(L13), Advanced Playwriting, Birkenmeier, 
-T-----, 3:00P-5:50P, Eads / 205, 12, 8, 0, WRITING(L13), FICTION WORKSHOP, Klimasewiski, 
-T-----, 2:30P-5:30P, Ridgley / 107, 12, 10, 0, WRITING(L13), POETRY WORKSHOP, Bang, 
-T-----, 3:00P-5:50P, Eads / 112, 12, 10, 0, WRITING(L13), Creative Nonfiction Workshop, Asim, 
--W----, 2:30P-5:20P, Duncker / 1, 0, 12, 0, WRITING(L13), Craft of Poetry: Prosody, Phillips, 
--W----, 3:00P-5:50P, Louderman / 461, 12, 11, 0, WRITING(L13), Craft of Nonfiction: Art of the Essay, Finneran, 
-T-----, 2:00P-3:50P, Umrath / 125, 8, 5, 0, WRITING(L13), Seminar: Teaching Freshman Composition, Monahan, 
---R---, 1:30P-4:20P, (None) /, 40, 19, 0, BIOLOGY AND BIOMEDICAL SCIENCES(L41), First-Year Seminar: Introduction to Problem-Based Learning in Biology, Andley Wang Celorrio Navarro Abou-Antoun, 
-T-R---, 2:30P-3:50P, McDonnell / 212, 0, 12, 0, BIOLOGY AND BIOMEDICAL SCIENCES(L41), Introduction to Critical Thinking in Biology, Kranz, 
-T-R---, 10:00A-11:20A, Life Sciences / 310, 19, 16, 0, BIOLOGY AND BIOMEDICAL SCIENCES(L41), First-Year Seminar: The Secret Lives of Plants, Vierstra Sousa Barros, 
M--R---, 3:00P-4:30P, Simon / 017, 0, 20, 0, BIOLOGY AND BIOMEDICAL SCIENCES(L41), Ampersand: Frontiers in Cancer Research and Treatment, Smith VanVickle-Chavez, 
M---F--, 9:00A-9:50A, McDonnell / 362, 42, 38, 0, BIOLOGY AND BIOMEDICAL SCIENCES(L41), Molecular Biology of Genetic Disease, Kundel, 
-T-----, 3:30P-4:45P, Rebstock / 322, 60, 52, 0, BIOLOGY AND BIOMEDICAL SCIENCES(L41), First-Year Opportunity: Introduction to Cutting-Edge Research in Biology, Stein, 
--W----, 2:00P-4:50P, TBA, 0, 18, 0, BIOLOGY AND BIOMEDICAL SCIENCES(L41), First-Year Opportunity: Research and Conservation in Zoos and Botanical Gardens, Losos, 
----F--, 3:00P-4:50P, Wrighton / 300, 350, 281, 0, BIOLOGY AND BIOMEDICAL SCIENCES(L41), MedPrep I - The Lecture Series, Levine Polites, 
-T-R---, 4:00P-5:20P, McDonnell / 212, 19, 8, 0, BIOLOGY AND BIOMEDICAL SCIENCES(L41), Biotechnology Project, Robinson Berkovich, 
-T-R---, 10:00A-11:20A, Wrighton / 250, 75, 46, 0, BIOLOGY AND BIOMEDICAL SCIENCES(L41), Human Variation, Wroblewski, 
--W----, 3:00P-4:50P, Seigle / 111, 20, 15, 0, BIOLOGY AND BIOMEDICAL SCIENCES(L41), R Workshop in Biology, Shaffer Myers, 
--W----, 12:30P-2:20P, Life Sciences / 310, 12, 10, 0, BIOLOGY AND BIOMEDICAL SCIENCES(L41), R Workshop in Biology, Shaffer Myers, 
M-W----, 3:00P-4:20P, Life Sciences / 311, 24, 13, 0, BIOLOGY AND BIOMEDICAL SCIENCES(L41), Biology for Climate Change Solutions, Olsen Pakrasi Schaal Mallott, 
M-W----, 8:00A-9:50A, McDonnell / 412, 0, 26, 0, BIOLOGY AND BIOMEDICAL SCIENCES(L41), Woody Plants of Missouri, Braude, 
-T-R---, 11:30A-12:50P, Rebstock / 322, 70, 62, 0, BIOLOGY AND BIOMEDICAL SCIENCES(L41), Human Genetics, Duncan Shinawi Cao Theunissen Schroeder, 
M-W----, 1:00P-2:20P, Jubel / 121, 60, 59, 0, BIOLOGY AND BIOMEDICAL SCIENCES(L41), Evolution, Olsen, 
----F--, 1:00P-1:50P, Life Sciences / 202, 60, 59, 0, BIOLOGY AND BIOMEDICAL SCIENCES(L41), Evolution, Olsen, 
-T-R---, 1:00P-4:50P, Crow / 306, 13, 10, 0, BIOLOGY AND BIOMEDICAL SCIENCES(L41), Biophysics Laboratory, Mukherji, 
M-W----, 12:00P-1:20P, Rebstock / 322, 40, 26, 0, BIOLOGY AND BIOMEDICAL SCIENCES(L41), Introduction to Ecology, Manteuffel, 
M-W-F--, 3:00P-3:50P, Life Sciences / 118, 20, 16, 0, BIOLOGY AND BIOMEDICAL SCIENCES(L41), How Plants Work: Physiology Growth and Metabolism, Kutchan Kunkel Pandey Meyers Zhang Mansfeld, 
----F--M------, 9:30A-2:20P2:00P-3:20P, Rebstock / 322   Rebstock / 322, 0, 12, 0, BIOLOGY AND BIOMEDICAL SCIENCES(L41), Experimental Ecology Laboratory, Manteuffel, 
-T-----, 6:30P-9:00P, Farrell T/L Ctr / 205, 20, 18, 0, BIOLOGY AND BIOMEDICAL SCIENCES(L41), Biology of Aging, Ghoshal Lananna, 
-T-R---, 10:00A-11:20A, Rebstock / 322, 30, 25, 0, BIOLOGY AND BIOMEDICAL SCIENCES(L41), Epigenetics, Zhong, 
-T-R---, 1:00P-2:20P, Eads / 216, 30, 9, 0, BIOLOGY AND BIOMEDICAL SCIENCES(L41), Cell-Based Tissue Engineering and Regenerative Medicine, Osdoby, 
M------, 6:00P-9:00P, Seigle / 301, 66, 63, 0, BIOLOGY AND BIOMEDICAL SCIENCES(L41), Basic Cancer Biology, Weber, 
M-W-F--, 9:00A-9:50A, Brown / 100, 174, 99, 0, BIOLOGY AND BIOMEDICAL SCIENCES(L41), General Biochemistry I, Pakrasi Jackrel, 
---R---, 4:00P-4:50P, TBA, 19, 8, 0, BIOLOGY AND BIOMEDICAL SCIENCES(L41), Seminars in Ecology and Evolution, Schaal, 
-T-----, 9:00A-9:50A, McDonnell / 412, 12, 2, 0, BIOLOGY AND BIOMEDICAL SCIENCES(L41), Journal Club on Current Topics in Microbiology and Infectious Disease, Anderson, 
M-W----, 5:30P-7:00P, Farrell T/L Ctr / 205, 24, 21, 0, BIOLOGY AND BIOMEDICAL SCIENCES(L41), Biotech Industry Innovators, Gonzalez, 
M-W-F--, 11:00A-11:50A, Clinical Sci / 7766, 0, 16, 0, BIOLOGY AND BIOMEDICAL SCIENCES(L41), Immunobiology I, Murphy, 
M-W-F--, 9:00A-10:00A, Farrell T/L Ctr / HLDN, 120, 40, 0, BIOLOGY AND BIOMEDICAL SCIENCES(L41), Fundamentals of Molecular Cell Biology, Onken Huettner Nichols Miner Herzog Bose Mahjoub Piston Greenberg Jansen Kast Dionne Stratman Major Ashrafi Pagliarini, 
--W----, 3:00P-4:00P, Farrell T/L Ctr / HLDN, 120, 40, 0, BIOLOGY AND BIOMEDICAL SCIENCES(L41), Fundamentals of Molecular Cell Biology, Mecham Mercer, 
-T-----, 3:00P-4:30P, TBA, 40, 29, 0, BIOLOGY AND BIOMEDICAL SCIENCES(L41), Introduction to Coding and Statistical Thinking for Genetics and Genomics, White Turner, 
--W----, 2:00P-2:50P, Farrell T/L Ctr / MOORE, 160, 154, 0, BIOLOGY AND BIOMEDICAL SCIENCES(L41), Graduate Research Fundamentals, Mennerick Vigueira Holy True, 
M------, 12:45P-1:00P, BJCIH / 9 A/B, 75, 2, 0, BIOLOGY AND BIOMEDICAL SCIENCES(L41), TriMED pathway, Nichols, 
M-W----, 11:30A-12:50P, Farrell T/L Ctr / 204, 35, 10, 0, BIOLOGY AND BIOMEDICAL SCIENCES(L41), Principles and Applications of Biological Imaging, Bauer Thorek Shimony, 
M------, 3:00P-4:00P, Farrell T/L Ctr / 205, 999, 12, 0, BIOLOGY AND BIOMEDICAL SCIENCES(L41), Metabolism Journal Club, Remedi Piston, 
--W----, 12:00P-12:50P, South Building / 3907, 99, 15, 0, BIOLOGY AND BIOMEDICAL SCIENCES(L41), RAD Journal Club (Regeneration Aging and Development), Theunissen, 
-T-R---, 1:30P-3:00P, Farrell T/L Ctr / HLDN, 35, 21, 0, BIOLOGY AND BIOMEDICAL SCIENCES(L41), Pathobiology of Human Disease States, Schuettpelz Singh, 
M------, 1:00P-1:50P, TBA, 15, 14, 0, BIOLOGY AND BIOMEDICAL SCIENCES(L41), Genetics Journal Club, Lawson, 
-T-----, 12:00P-12:50P, BJCIH / 11 FL, 30, 3, 0, BIOLOGY AND BIOMEDICAL SCIENCES(L41), Experimental Skeletal Biology Journal Club, Veis, 
-T-R---, 3:00P-5:00P, TBA, 35, 11, 0, BIOLOGY AND BIOMEDICAL SCIENCES(L41), Advanced Topics in Immunology, Ellebedy Van Dyken, 
-T-R---, 3:30P-5:00P, Farrell T/L Ctr / 204, 32, 8, 0, BIOLOGY AND BIOMEDICAL SCIENCES(L41), Current Topics in Human and Mammalian Genetics, Shinawi, 
-T-----, 12:00P-12:50P, Remote / LA, 10, 0, 0, BIOLOGY AND BIOMEDICAL SCIENCES(L41), Protein NMR Journal Club, [TBA], 
-T-----, 6:30P-9:00P, Farrell T/L Ctr / 205, 20, 18, 0, BIOLOGY AND BIOMEDICAL SCIENCES(L41), Biology of Aging, Ghoshal Lananna, 
--W----, 4:00P-4:50P, Clinical Sci / 7738, 20, 0, 0, BIOLOGY AND BIOMEDICAL SCIENCES(L41), Structural Biology Journal Club, Brett, 
-T-R---, 10:00A-11:20A, Rebstock / 322, 30, 25, 0, BIOLOGY AND BIOMEDICAL SCIENCES(L41), Epigenetics, Zhong, 
---R---M-W-F--, 3:00P-4:30P12:00P-1:00P, Farrell T/L Ctr / HLDN  Farrell T/L Ctr / HLDN, 25, 11, 0, BIOLOGY AND BIOMEDICAL SCIENCES(L41), Chemistry and Physics of Biomolecules, Taylor Ponder Hall Holehouse Soranno Zhang Robertson, 
-T-----M-W-F--, 9:00A-10:00A3:00P-4:00P, McDonnell Ped / 8101  McDonnell Ped / 8101, 20, 18, 0, BIOLOGY AND BIOMEDICAL SCIENCES(L41), Molecular Microbiology & Pathogenesis, Sibley Caparon Wang, 
----F--, 1:00P-2:20P, TBA, 999, 0, 0, BIOLOGY AND BIOMEDICAL SCIENCES(L41), Molecular Virology Journal Club, Ding, 
TBA, , See Instructor / NONE, 20, 8, 0, BIOLOGY AND BIOMEDICAL SCIENCES(L41), Current Literature in Microbiology, Sibley, 
--W----, 12:00P-12:50P, Remote / LA, 16, 0, 0, BIOLOGY AND BIOMEDICAL SCIENCES(L41), Tropical and Molecular Parasitology, Sibley, 
-T-----, 12:00P-12:50P, Clinical Sci / 8841, 25, 4, 0, BIOLOGY AND BIOMEDICAL SCIENCES(L41), Hematology Division Journal Club: Current Topics in Biochemistry Cellular and Molecular Biology, Doray, 
-T-----, 5:00P-6:30P, Farrell T/L Ctr / HLDN, 50, 21, 0, BIOLOGY AND BIOMEDICAL SCIENCES(L41), Biochemistry Biophysics and Structural Biology Seminar, Holehouse, 
M-W-F--, 10:30A-11:30A, Farrell T/L Ctr / HLDN, 120, 44, 0, BIOLOGY AND BIOMEDICAL SCIENCES(L41), Nucleic Acids & Protein Biosynthesis, Hall Galburt Challen Mosammaparast Zaher Verma, 
-T-R---, 10:30A-12:00P, Becker Library / 502, 20, 6, 0, BIOLOGY AND BIOMEDICAL SCIENCES(L41), Human Genetic Analysis, Saccone Rice John Agrawal Cruchaga Griffith Roberson Fernandez Hernandez Johnson, 
-T-----, 10:30A-11:20A, Remote / LA, 75, 0, 0, BIOLOGY AND BIOMEDICAL SCIENCES(L41), Genetics & Development of C. Elegans Journal Club, Schedl, 
M-W----, 3:00P-4:50P, TBA, 20, 14, 0, BIOLOGY AND BIOMEDICAL SCIENCES(L41), Genetics and Genomics of Disease, Schedl Stormo Spencer Gurnett, 
----F--, 3:00P-4:20P, Farrell T/L Ctr / 301, 20, 7, 0, BIOLOGY AND BIOMEDICAL SCIENCES(L41), Human Genetics Journal Club, Saccone, 
TBA, , TBA, 99, 22, 0, BIOLOGY AND BIOMEDICAL SCIENCES(L41), Seminar in Computational Molecular Biology, Cohen Mitra, 
--W----, 12:00P-1:00P, TBA, 25, 5, 0, BIOLOGY AND BIOMEDICAL SCIENCES(L41), Cancer Informatics Journal Club, Griffith, 
-T-R---, 4:30P-6:00P, Farrell T/L Ctr / 205, 999, 9, 0, BIOLOGY AND BIOMEDICAL SCIENCES(L41), The Biology and Pathology of the Visual System, Morgan, 
M-W-F--, 9:00A-10:30A, Farrell T/L Ctr / 205, 40, 32, 0, BIOLOGY AND BIOMEDICAL SCIENCES(L41), Cellular Neurobiology, Mennerick Bagnall Gabel Yi, 
TBA, , TBA, 40, 30, 0, BIOLOGY AND BIOMEDICAL SCIENCES(L41), Cellular Neurobiology, [TBA], 
TBA, , TBA, 999, 2, 0, BIOLOGY AND BIOMEDICAL SCIENCES(L41), Cellular Neurobiology, [TBA], 
-T-R---, 4:00P-5:20P, TBA, 20, 0, 0, BIOLOGY AND BIOMEDICAL SCIENCES(L41), Regenerative and Stem Cell Biology, Ozpolat, 
----F--, 10:00A-11:00A, See Instructor / NONE, 20, 0, 0, BIOLOGY AND BIOMEDICAL SCIENCES(L41), Synapses Journal Club, Kress, 
---R---, 12:00P-1:00P, Becker Library / 405, 30, 8, 0, BIOLOGY AND BIOMEDICAL SCIENCES(L41), DEVELOPMENT BIOLOGY PHD PROGRAM SEMINAR, Ackerman, 
M------, 11:00A-1:00P, Somers Family / 345B, 20, 9, 0, BIOLOGY AND BIOMEDICAL SCIENCES(L41), Cognitive Computational and Systems Neuroscience Project Building, Snyder Barbour, 
----F--, 1:30P-3:00P, Farrell T/L Ctr / 205, 40, 38, 0, BIOLOGY AND BIOMEDICAL SCIENCES(L41), Coding and Statistical Thinking in the Neurosciences, Snyder Holy Kravitz Tavoni, 
-T-R---, 2:30P-3:50P, Somers Family / 216B, 30, 29, 0, BIOLOGY AND BIOMEDICAL SCIENCES(L41), The Science of Behavior, Zacks Carlson, 
----F--, 3:30P-5:00P, Farrell T/L Ctr / 205, 19, 6, 0, BIOLOGY AND BIOMEDICAL SCIENCES(L41), Clocksclub, Taghert Herzog, 
M------, 2:00P-3:50P, McDonnell / 412, 12, 5, 0, BIOLOGY AND BIOMEDICAL SCIENCES(L41), Experimental Design and Analysis in Biological Research, Kranz Beagle, 
M------, 6:00P-9:00P, Seigle / 301, 66, 63, 0, BIOLOGY AND BIOMEDICAL SCIENCES(L41), Basic Cancer Biology, Weber, 
TBA, , TBA, 75, 6, 0, BIOLOGY AND BIOMEDICAL SCIENCES(L41), Seminar in Plant and Microbial Bioscience, Dixit Zaher, 
---R---, 11:00A-12:50P, Busch Lab / 159, 15, 9, 0, BIOLOGY AND BIOMEDICAL SCIENCES(L41), Seminar in Population Biology, Penczykowski, 
TBA, , Remote / LA, 10, 0, 0, BIOLOGY AND BIOMEDICAL SCIENCES(L41), Ethnobiology Journal Club, Liu, 
----F--, 3:00P-3:50P, TBA, 20, 0, 0, BIOLOGY AND BIOMEDICAL SCIENCES(L41), Seminar in Floristic Taxonomy, Hoch, 
TBA, , TBA, 999, 22, 0, BIOLOGY AND BIOMEDICAL SCIENCES(L41), Research, Bryant, 
TBA, , TBA, 999, 15, 0, BIOLOGY AND BIOMEDICAL SCIENCES(L41), Research, Holmes, 
TBA, , TBA, 999, 19, 0, BIOLOGY AND BIOMEDICAL SCIENCES(L41), Research, Vogt, 
TBA, , TBA, 999, 10, 0, BIOLOGY AND BIOMEDICAL SCIENCES(L41), Research, Dukes, 
TBA, , TBA, 999, 3, 0, BIOLOGY AND BIOMEDICAL SCIENCES(L41), Research, Holmes, 
TBA, , TBA, 999, 14, 0, BIOLOGY AND BIOMEDICAL SCIENCES(L41), Research, Relich, 
TBA, , TBA, 999, 25, 0, BIOLOGY AND BIOMEDICAL SCIENCES(L41), Research, Kiel, 
TBA, , TBA, 999, 30, 0, BIOLOGY AND BIOMEDICAL SCIENCES(L41), Research, Relich, 
TBA, , TBA, 999, 26, 0, BIOLOGY AND BIOMEDICAL SCIENCES(L41), Research, Holmes, 
TBA, , TBA, 999, 44, 0, BIOLOGY AND BIOMEDICAL SCIENCES(L41), Research, Vogt, 
TBA, , TBA, 999, 11, 0, BIOLOGY AND BIOMEDICAL SCIENCES(L41), Research, Dukes, 
TBA, , TBA, 999, 12, 0, BIOLOGY AND BIOMEDICAL SCIENCES(L41), Research, Kiel, 
TBA, , TBA, 99, 5, 0, BIOLOGY AND BIOMEDICAL SCIENCES(L41), Research, Bryant, 
TBA, , (None) /, 999, 6, 0, BIOLOGY AND BIOMEDICAL SCIENCES(L41), Research, Bryant, 
